gw,player,team,short,pos,mins,dc,hit
3,Bentancur,Spurs,TOT,MID,90,17,1
3,Gallagher,Spurs,TOT,MID,83,11,0
3,Fernandes,Spurs,TOT,MID,7,0,0
3,Solanke,Spurs,TOT,FWD,6,1,0
3,Roefs,Sunderland,SUN,GKP,90,0,0
3,Ballard,Sunderland,SUN,DEF,90,10,1
3,Mukiele,Sunderland,SUN,DEF,90,14,1
3,Hume,Sunderland,SUN,DEF,26,2,0
3,Reinildo,Sunderland,SUN,DEF,90,7,0
3,Meunier,Sunderland,SUN,DEF,63,2,0
3,E.Le Fée,Sunderland,SUN,MID,90,6,0
3,Xhaka,Sunderland,SUN,MID,90,15,1
3,Sadiki,Sunderland,SUN,MID,73,3,0
3,N.Angulo,Sunderland,SUN,MID,63,5,0
3,Brobbey,Sunderland,SUN,FWD,90,3,0
3,Isidor,Sunderland,SUN,FWD,26,2,0
3,Tzolis,Arsenal,ARS,MID,90,8,0
3,Schlager,Nott'm Forest,NFO,MID,90,10,0
3,Maeda,Ipswich Town,IPS,MID,65,5,0
3,Scherpen,Ipswich Town,IPS,GKP,90,0,0
3,M.Sangaré,Brentford,BRE,MID,45,5,0
3,Silva,Bournemouth,BOU,DEF,90,8,0
3,Horníček,Newcastle,NEW,GKP,90,0,0
3,Gonzalo,Fulham,FUL,FWD,90,7,0
3,Palacios,Fulham,FUL,MID,60,0,0
3,Tzolakis,Hull City,HUL,GKP,90,0,0
3,Hjertø-Dahl,Hull City,HUL,MID,8,1,0
3,Yirenkyi,Coventry City,COV,MID,27,6,0
3,Stroud,Hull City,HUL,MID,62,2,0
3,Mudryk,Spurs,TOT,MID,16,0,0
3,Araujo,Liverpool,LIV,DEF,90,10,1
3,Charles,Fulham,FUL,MID,78,11,0
3,Diomande,Nott'm Forest,NFO,DEF,1,0,0
3,Chavarria,Chelsea,CHE,DEF,30,2,0
3,Hamer,Coventry City,COV,MID,5,2,0
3,Herrington,Hull City,HUL,DEF,19,2,0
3,Mendy,Hull City,HUL,DEF,70,10,1
3,Khalaili,Crystal Palace,CRY,DEF,90,10,1
3,Gourna-Douath,Hull City,HUL,MID,81,10,0
3,Enciso,Ipswich Town,IPS,MID,90,5,0
3,Ouattara,Ipswich Town,IPS,DEF,12,0,0
3,Dedić,Newcastle,NEW,DEF,90,1,0
3,David,Brighton,BHA,FWD,13,0,0
3,Ruggeri,Aston Villa,AVL,DEF,15,1,0
3,Suzuki,Aston Villa,AVL,GKP,90,0,0
3,Elvedi,Leeds,LEE,DEF,90,10,1
3,Yalcouyé,Brighton,BHA,MID,90,5,0
3,Jebbison,Bournemouth,BOU,FWD,1,0,0
3,Wan-Bissaka,Aston Villa,AVL,DEF,5,1,0
3,Bouaddi,Man City,MCI,MID,14,5,0
3,Cho,Hull City,HUL,MID,8,0,0
3,Palacios,Ipswich Town,IPS,MID,77,19,1
3,McAidoo,Man City,MCI,MID,3,4,0
3,Barcola,Liverpool,LIV,MID,26,0,0
3,Fernandez-Pardo,Newcastle,NEW,FWD,27,1,0
3,Larsson,Fulham,FUL,MID,11,1,0
3,Norton-Cuffy,Hull City,HUL,DEF,26,1,0
3,Flemming,Ipswich Town,IPS,FWD,24,0,0
3,Thomas,Hull City,HUL,MID,27,1,0
3,Chilwell,Crystal Palace,CRY,DEF,16,0,0
3,Timber,Crystal Palace,CRY,MID,73,6,0
3,Fofana,Sunderland,SUN,MID,16,0,0
3,Osorio,Crystal Palace,CRY,MID,1,1,0
3,Maitland-Niles,Everton,EVE,DEF,13,0,0
