code,player_id,name,full_name,position,club,club_id,price,status,chance,news,ownership,ep_next,penalties_order,set_piece_order,prior_club,history,ls_minutes,ls_points,ls_starts,ls_xgi,ls_clean_sheets,dc_per_90,team_strength,fdr_gw1,fdr_next5,gw1_opp,gw1_home,pp90,xgi90,xgi_implied_pp90,dc_points_per_90,rate_per_90,reliability,minutes_per_start,start_share,proj_minutes,available,fixture_mult,fdr_blend,xp,xp_per_million
608181,137,Tzimas,Stefanos Tzimas,FWD,Brighton,5,5.5,d,75.0,Knee injury - 75% chance of playing,0.1,1.3,,,Brighton,full,132.0,16.0,1.0,0.55,0.0,10.227272727272727,2.5,3,3.0,AVL,True,10.90909090909091,0.375,4.393414691505644,1.7045454545454544,5.116771672825661,0.12790697674418605,,0.4317175462596299,2.605263157894737,True,1.0,3.0,0.1481170747396902,0.02693037722539822
647850,138,Kostoulas,Charalampos Kostoulas,FWD,Brighton,5,5.5,a,,,0.3,1.8,,,Brighton,full,351.0,35.0,2.0,2.66,1.0,10.512820512820513,2.5,3,3.0,AVL,True,8.974358974358974,0.6820512820512821,6.049586058091187,1.7521367521367521,5.490866679098353,0.2805755395683453,,0.3681315009911575,9.236842105263158,True,1.0,3.0,0.5635363170653572,0.10246114855733768
487117,139,Ferguson,Evan Ferguson,FWD,Brighton,5,5.0,i,0.0,Ankle injury - Expected back 10 Oct,0.0,0.0,,,Brighton,none,0.0,0.0,0.0,0.0,0.0,,2.5,3,3.0,AVL,True,,,,0.0,3.7230735535642214,0.0,,0.3588235294117647,0.0,False,1.0,3.0,0.0,0.0
222694,328,Struijk,Pascal Struijk,DEF,Brighton,5,5.0,a,,,0.5,2.2,,,Leeds,mover,2935.0,108.0,33.0,3.82,7.0,9.107325383304941,2.5,3,3.0,AVL,True,3.31175468483816,0.11713798977853492,3.9944008832004023,1.8214650766609881,3.8211547438112667,0.7653194263363755,88.93939393939394,0.8125702982585425,65.04255887424061,True,1.0,3.0,2.761529804354757,0.5523059608709514
610799,504,Vuskovic,Luka Vušković,DEF,Brighton,5,5.0,a,,,2.2,2.2,,,Spurs,none,0.0,0.0,0.0,0.0,0.0,,2.5,3,3.0,AVL,True,,,,0.0,3.0088237872375547,0.0,,0.6304347826086956,45.41576086956522,True,1.0,3.0,1.5183113513315596,0.30366227026631193
244850,40,Rogers,Morgan Rogers,MID,Chelsea,6,7.5,a,,,35.0,2.6,,,Aston Villa,mover,3280.0,169.0,37.0,11.16,9.0,6.310975609756098,4.0,3,3.0,FUL,False,4.637195121951219,0.30621951219512195,4.477409499705379,1.051829268292683,4.3680551069725055,0.784688995215311,88.64864864864865,0.9312991751171604,74.30257202556372,True,1.0,3.0,3.6061969910828444,0.48082626547771257
215059,140,Sánchez,Robert Lynch Sánchez,GKP,Chelsea,6,5.0,a,,,2.0,2.6,,,Chelsea,full,3040.0,113.0,35.0,0.04,9.0,0.0,4.0,3,3.0,FUL,False,3.345394736842105,0.0011842105263157896,,0.0,3.6379153802417856,0.7715736040609137,86.85714285714286,0.8694162436548223,75.51501087744742,True,1.0,3.0,3.0524135501132417,0.6104827100226483
508479,141,Jörgensen,Filip Jörgensen,GKP,Chelsea,6,5.0,a,,,0.2,2.6,,,Chelsea,full,378.0,9.0,3.0,0.0,0.0,0.0,4.0,3,3.0,FUL,False,2.142857142857143,0.0,,0.0,3.6379153802417856,0.29577464788732394,90.0,0.5127872498146775,46.150852483320975,True,1.0,3.0,1.8654766228927022,0.37309532457854044
225796,142,James,Reece James,DEF,Chelsea,6,5.5,a,,,8.1,2.5,,5.0,Chelsea,full,1957.0,115.0,20.0,4.24,8.0,5.886561062851303,4.0,3,3.0,FUL,False,5.288707204905467,0.19499233520694942,4.4923379921285225,1.1773122125702606,4.5277610520020435,0.6849842492124606,90.0,0.5914725084080291,53.23252575672262,True,1.0,3.0,2.6780461868998255,0.486917488527241
180736,143,Chalobah,Trevoh Chalobah,DEF,Chelsea,6,5.5,a,,,2.2,2.5,,,Chelsea,full,2780.0,136.0,31.0,2.47,9.0,8.579136690647482,4.0,3,3.0,FUL,False,4.402877697841727,0.07996402877697842,3.7566454365819273,1.7158273381294964,4.150446382434111,0.7554347826086957,89.6774193548387,0.7955792645010447,71.34549533267432,True,1.0,3.0,3.290173922294087,0.5982134404171068
482609,144,Gusto,Malo Gusto,DEF,Chelsea,6,5.0,a,,,1.2,2.2,,,Chelsea,full,2255.0,96.0,26.0,4.53,7.0,5.028824833702883,4.0,3,3.0,FUL,False,3.8314855875831486,0.18079822616407984,4.4015559865548495,1.0057649667405766,3.9006698188221294,0.7147385103011094,86.73076923076923,0.6688703775562381,58.01164236112757,True,1.0,3.0,2.514269583315041,0.5028539166630082
444463,145,Fofana,Wesley Fofana,DEF,Chelsea,6,5.0,s,0.0,Suspended until 6 Sep,0.0,0.0,,,Chelsea,full,1718.0,65.0,20.0,1.32,4.0,10.79161816065192,4.0,3,3.0,FUL,False,3.4051222351571595,0.06915017462165308,3.687482703983731,2.0,3.8427983832717296,0.6562261268143621,85.9,0.5621091790158959,0.0,False,1.0,3.0,0.0,0.0
242880,146,B.Badiashile,Benoît Badiashile Mukinayi,DEF,Chelsea,6,4.5,a,,,0.1,1.7,,,Chelsea,full,470.0,7.0,6.0,0.06,0.0,9.191489361702127,4.0,3,3.0,FUL,False,1.3404255319148937,0.011489361702127658,3.3186984270676367,1.8382978723404253,3.4567082492898913,0.34306569343065696,78.33333333333333,0.35585820708546995,27.875559555028477,True,1.0,3.0,1.0706408518604287,0.23792018930231748
109646,147,Tosin,Tosin Adarabioyo,DEF,Chelsea,6,4.5,a,,,0.2,1.7,,,Chelsea,full,788.0,34.0,8.0,0.5,2.0,11.078680203045685,4.0,3,3.0,FUL,False,3.8832487309644668,0.05710659898477157,3.610454977390101,2.0,3.9958052627230294,0.466824644549763,90.0,0.3431338591430152,30.88204732287137,True,1.0,3.0,1.3710960801821228,0.3046880178182495
551210,148,Hato,Jorrel Hato,DEF,Chelsea,6,4.5,a,,,1.5,1.7,,,Chelsea,full,1139.0,19.0,12.0,0.91,0.0,7.822651448639157,4.0,3,3.0,FUL,False,1.5013169446883232,0.07190517998244074,3.7051030358596626,1.5645302897278315,3.1854787612393736,0.5586071603727317,90.0,0.3791071250209025,34.11964125188123,True,1.0,3.0,1.207637694988605,0.26836393221969
460028,149,Colwill,Levi Samuels Colwill,DEF,Chelsea,6,5.0,a,,,2.2,2.2,,,Chelsea,full,225.0,8.0,2.0,0.12,0.0,10.0,4.0,3,3.0,FUL,False,3.2,0.048,3.5522114259776205,2.0,3.9256568541187544,0.2,,0.5148741418764302,5.921052631578948,True,1.0,3.0,0.2582668982972865,0.0516533796594573
574458,150,M.Sarr,Mamadou Sarr,DEF,Chelsea,6,4.5,a,,,0.1,1.7,,,Chelsea,full,100.0,3.0,1.0,0.35,0.0,7.2,4.0,3,3.0,FUL,False,2.6999999999999997,0.31499999999999995,5.259877290384021,1.44,3.9943436514759014,0.1,,0.41594679633867276,2.6315789473684212,True,1.0,3.0,0.11679367401976322,0.025954149782169603
577016,151,Acheampong,Josh Acheampong,DEF,Chelsea,6,4.5,a,,,0.2,1.7,,,Chelsea,full,657.0,39.0,8.0,0.75,2.0,6.027397260273972,4.0,3,3.0,FUL,False,5.342465753424658,0.10273972602739725,3.9023131546815337,1.2054794520547945,4.233072703603251,0.42196531791907516,82.125,0.35429094853242676,29.096144148225548,True,1.0,3.0,1.368512150821767,0.304113811293726
620109,152,Palestra,Marco Palestra,DEF,Chelsea,6,5.5,a,,,1.8,2.5,,,,none,0.0,0.0,0.0,0.0,0.0,,4.0,3,3.0,FUL,False,,,,0.0,3.0088237872375547,0.0,,0.7331521739130435,50.61582880434783,True,1.0,3.0,1.6921567746362838,0.30766486811568794
220362,153,Disasi,Axel Disasi,DEF,Chelsea,6,4.5,a,,,0.1,1.7,,,West Ham,none,0.0,0.0,0.0,0.0,0.0,,4.0,3,3.0,FUL,False,,,,0.0,3.0088237872375547,0.0,,0.4592391304347826,36.74898097826087,True,1.0,3.0,1.2285689791570191,0.2730153287015598
244851,154,Palmer,Cole Palmer,MID,Chelsea,6,9.5,a,,,13.4,3.2,1.0,,Chelsea,full,1954.0,114.0,24.0,13.04,3.0,6.218014329580348,4.0,3,3.0,FUL,False,5.250767656090072,0.6006141248720573,5.625553722728332,1.0363357215967246,4.992944415614126,0.6846531184302733,81.41666666666667,0.6835362930031763,55.651246522008606,True,1.0,3.0,3.087373117155866,0.3249866439111438
448047,155,Enzo,Enzo Fernández,MID,Chelsea,6,7.0,a,,,5.1,2.4,2.0,7.0,Chelsea,full,3114.0,157.0,35.0,18.52,8.0,7.0520231213872835,4.0,3,3.0,FUL,False,4.53757225433526,0.5352601156069364,5.370671924767307,1.1753371868978806,4.78134077307253,0.7757847533632287,88.97142857142858,0.8854343558776631,78.77835954865837,True,1.0,3.0,4.185179806064088,0.5978828294377269
247632,156,Neto,Pedro Lomba Neto,MID,Chelsea,6,6.5,a,,,1.2,2.3,,6.0,Chelsea,full,2629.0,125.0,30.0,11.43,11.0,4.176492963103842,4.0,3,3.0,FUL,False,4.2791936097375425,0.3912894636744009,4.809183822800624,0.696082160517307,4.243655876767131,0.7449702465287616,87.63333333333334,0.7744305299460803,67.86592877427485,True,1.0,3.0,3.1999960830579,0.4923070897012154
624773,157,Estêvão,Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,6,6.5,a,,,1.5,2.3,3.0,8.0,Chelsea,full,839.0,58.0,12.0,5.05,4.0,6.007151370679381,4.0,3,3.0,FUL,False,6.221692491060787,0.5417163289630512,5.395851271631107,1.0011918951132301,4.947771131535255,0.4824611845888442,69.91666666666667,0.5304119567632527,37.08463597703076,True,1.0,3.0,2.0387365701182945,0.31365178001819916
463936,158,Gittens,Jamie Bynoe-Gittens,MID,Chelsea,6,6.0,a,,,0.1,2.1,,,Chelsea,full,486.0,25.0,5.0,1.75,1.0,5.37037037037037,4.0,3,3.0,FUL,False,4.62962962962963,0.32407407407407407,4.547042608441715,0.8950617283950617,4.3653855815692655,0.35064935064935066,90.0,0.4785105779970991,43.06595201973892,True,1.0,3.0,2.0888831778169124,0.3481471963028187
486672,159,Caicedo,Moisés Caicedo Corozo,MID,Chelsea,6,5.5,a,,,3.7,2.0,,,Chelsea,full,2796.0,110.0,32.0,3.83,6.0,11.781115879828327,4.0,3,3.0,FUL,False,3.5407725321888415,0.12328326180257511,3.763954871036018,1.9635193133047213,4.094036212397781,0.7564935064935064,87.375,0.7718666122067919,67.44184524156844,True,1.0,3.0,3.0678817405545353,0.5577966801008246
514356,161,Lavia,Roméo Lavia,MID,Chelsea,6,5.0,a,,,0.1,1.5,,,Chelsea,full,374.0,13.0,4.0,0.76,0.0,8.903743315508022,4.0,3,3.0,FUL,False,3.128342245989305,0.18288770053475936,3.9964132417059393,1.483957219251337,4.185571959922269,0.29356357927786497,90.0,0.2936613175930982,26.42951858337884,True,1.0,3.0,1.2291405766315,0.2458281153263
491007,163,D.Essugo,Dário Luís Essugo,MID,Chelsea,6,4.5,a,,,0.2,1.0,,,Chelsea,full,26.0,1.0,0.0,0.01,0.0,27.692307692307693,4.0,3,3.0,FUL,False,3.4615384615384617,0.03461538461538462,3.418148573718005,2.0,4.379466611184548,0.028077753779697623,,0.2252014960754359,0.6842105263157895,True,1.0,3.0,0.03329419061134452,0.007398709024743226
593117,164,Quenda,Geovany Quenda,MID,Chelsea,6,5.5,d,75.0,Unspecified injury - 75% chance of playing,0.1,1.5,,,,none,0.0,0.0,0.0,0.0,0.0,,4.0,3,3.0,FUL,False,,,,0.0,3.2974329737048507,0.0,,0.5536585365853659,31.14672256097561,True,1.0,3.0,1.141158111059975,0.20748329291999548
475168,165,João Pedro,João Pedro Junqueira de Jesus,FWD,Chelsea,6,7.5,a,,,46.9,2.3,,,Chelsea,full,2658.0,177.0,31.0,16.87,10.0,4.672686230248307,4.0,3,3.0,FUL,False,5.993227990970654,0.5712189616252822,5.451779351812338,0.7787810383747179,5.43794717372441,0.7470489038785835,85.74193548387096,0.7995199411085993,68.55238720860183,True,1.0,3.0,4.14204733636753,0.5522729781823373
517052,166,N.Jackson,Nicolas Jackson,FWD,Chelsea,6,6.5,a,,,0.4,2.1,,,Chelsea,none,0.0,0.0,0.0,0.0,0.0,,4.0,3,3.0,FUL,False,,,,0.0,3.7230735535642214,0.0,,0.7073529411764705,49.309742647058826,True,1.0,3.0,2.0398199864702504,0.31381845945696163
463034,167,Delap,Liam Delap,FWD,Chelsea,6,5.5,a,,,0.5,1.8,4.0,,Chelsea,full,1092.0,45.0,12.0,4.76,2.0,3.4615384615384617,4.0,3,3.0,FUL,False,3.708791208791209,0.3923076923076923,4.486768818640946,0.576923076923077,4.586947005426943,0.5481927710843374,90.0,0.39503058674325786,35.55275280689321,True,1.0,3.0,1.8119843669140347,0.32945170307527905
499309,168,Marc Guiu,Marc Guiu Paz,FWD,Chelsea,6,5.0,a,,,0.5,1.4,,,Chelsea,full,265.0,13.0,1.0,1.83,0.0,2.7169811320754715,4.0,3,3.0,FUL,False,4.415094339622642,0.6215094339622642,5.723035800377374,0.45283018867924524,5.056171043417471,0.22746781115879827,,0.2831887216146906,6.973684210526316,True,1.0,3.0,0.3917793352355643,0.07835586704711286
567119,169,Mheuka,Shumaira Mheuka,FWD,Chelsea,6,4.5,a,,,0.4,1.0,,,Chelsea,full,1.0,1.0,0.0,0.0,0.0,90.0,4.0,3,3.0,FUL,False,90.0,0.0,2.3707419369074336,2.0,4.987555202207624,0.0011098779134295228,,0.2570673108311027,0.02631578947368421,True,1.0,3.0,0.0014583494743297145,0.0003240776609621588
503037,170,Emegha,Emmanuel Emegha,FWD,Chelsea,6,5.0,d,75.0,Hamstring injury - 75% chance of playing,0.5,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,4.0,3,3.0,FUL,False,,,,0.0,3.7230735535642214,0.0,,0.3588235294117647,23.749080882352942,True,1.0,3.0,0.9824397217171764,0.19648794434343528
428580,104,Onyeka,Frank Onyeka,MID,Coventry City,7,5.0,a,,,0.2,1.5,,,Brentford,mover,88.0,12.0,0.0,0.36,0.0,10.227272727272727,2.0,5,3.4,ARS,False,12.272727272727272,0.3681818181818181,4.719063594584743,1.7045454545454544,4.733553776828538,0.08906882591093117,,0.3388219610941049,2.0842105263157897,True,0.948,4.04,0.1039189448100379,0.02078378896200758
484389,171,Dovin,Oliver Dovin,GKP,Coventry City,7,4.0,a,,,3.9,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,2.944979117338588,0.0,,0.305,28.940624999999997,True,0.9272,4.04,0.8780536225270728,0.2195134056317682
110690,172,Wilson,Ben Wilson,GKP,Coventry City,7,4.5,a,,,0.8,2.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,2.944979117338588,0.0,,0.515,39.571875,True,0.9272,4.04,1.2006039328431404,0.2668008739651423
461102,173,Thomas,Bobby Thomas,DEF,Coventry City,7,4.0,a,,,4.9,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
436761,174,Kitching,Liam Kitching,DEF,Coventry City,7,4.0,a,,,0.4,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
451284,175,van Ewijk,Milan van Ewijk,DEF,Coventry City,7,4.0,a,,,16.7,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
173878,176,Dasilva,Jay Dasilva,DEF,Coventry City,7,4.0,a,,,0.5,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
465390,177,Kesler-Hayden,Kaine Kesler-Hayden,DEF,Coventry City,7,4.0,a,,,0.1,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
80178,178,Bidwell,Jake Bidwell,DEF,Coventry City,7,4.0,a,,,0.1,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
204813,179,Latibeaudiere,Joel Latibeaudiere,DEF,Coventry City,7,4.0,a,,,0.1,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
220583,180,Woolfenden,Luke Woolfenden,DEF,Coventry City,7,4.0,a,,,0.3,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
577411,181,Brau,Miguel Brau,DEF,Coventry City,7,4.0,a,,,0.1,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
539142,182,Amenda,Aurèle Amenda,DEF,Coventry City,7,4.0,a,,,0.5,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.0088237872375547,0.0,,0.2782608695652174,27.58695652173913,True,0.9272,4.04,0.8551286512809981,0.21378216282024953
480457,183,Rudoni,Jack Rudoni,MID,Coventry City,7,5.0,d,75.0,Shoulder injury - 75% chance of playing,0.3,1.1,,5.0,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.3719512195121951,24.247522865853657,True,0.948,4.04,0.8421882577138302,0.16843765154276605
168144,184,Grimes,Matt Grimes,MID,Coventry City,7,5.0,a,,,0.3,1.5,3.0,4.0,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.3719512195121951,32.330030487804876,True,0.948,4.04,1.1229176769517735,0.2245835353903547
501459,185,Sakamoto,Tatsuhiro Sakamoto,MID,Coventry City,7,5.0,a,,,0.2,1.5,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.3719512195121951,32.330030487804876,True,0.948,4.04,1.1229176769517735,0.2245835353903547
241293,186,Mason-Clark,Ephron Mason-Clark,MID,Coventry City,7,5.5,a,,,0.3,2.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.5536585365853659,41.52896341463415,True,0.948,4.04,1.4424238523798085,0.2622588822508743
439668,187,Eccles,Josh Eccles,MID,Coventry City,7,5.0,a,,,0.1,1.5,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.3719512195121951,32.330030487804876,True,0.948,4.04,1.1229176769517735,0.2245835353903547
226965,188,Torp,Victor Torp,MID,Coventry City,7,5.5,a,,,0.2,2.0,2.0,6.0,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.5536585365853659,41.52896341463415,True,0.948,4.04,1.4424238523798085,0.2622588822508743
684268,189,Shepherd,George Shepherd,MID,Coventry City,7,4.5,a,,,0.3,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.23170731707317074,25.23018292682927,True,0.948,4.04,0.8763189509502701,0.19473754465561557
469272,190,Tchaouna,Loum Tchaouna,MID,Coventry City,7,5.5,a,,,0.1,2.0,,,Burnley,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.5536585365853659,41.52896341463415,True,0.948,4.04,1.4424238523798085,0.2622588822508743
492498,191,Borges Rodrigues,Raphael Borges Rodrigues,MID,Coventry City,7,4.5,a,,,0.2,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.23170731707317074,25.23018292682927,True,0.948,4.04,0.8763189509502701,0.19473754465561557
629397,192,Andrews,Kaine Andrews,MID,Coventry City,7,4.5,a,,,0.7,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.2974329737048507,0.0,,0.23170731707317074,25.23018292682927,True,0.948,4.04,0.8763189509502701,0.19473754465561557
176412,193,Wright,Haji Wright,FWD,Coventry City,7,5.5,a,,,2.0,1.8,1.0,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.7230735535642214,0.0,,0.49117647058823527,38.36580882352941,True,0.948,4.04,1.5045679369555565,0.2735578067191921
230730,194,Thomas-Asante,Brandon Thomas-Asante,FWD,Coventry City,7,5.0,a,,,1.0,1.4,4.0,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.7230735535642214,0.0,,0.3588235294117647,31.665441176470587,True,0.948,4.04,1.241803808250511,0.24836076165010218
218997,195,Simms,Ellis Simms,FWD,Coventry City,7,5.0,a,,,0.8,1.4,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.7230735535642214,0.0,,0.3588235294117647,31.665441176470587,True,0.948,4.04,1.241803808250511,0.24836076165010218
551262,196,Markelo,Jahnoah Markelo,FWD,Coventry City,7,5.0,a,,,0.1,1.4,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.7230735535642214,0.0,,0.3588235294117647,31.665441176470587,True,0.948,4.04,1.241803808250511,0.24836076165010218
549653,197,Bassette,Norman Bassette,FWD,Coventry City,7,4.5,a,,,1.8,1.0,,,,none,0.0,0.0,0.0,0.0,0.0,,2.0,5,3.4,ARS,False,,,,0.0,3.7230735535642214,0.0,,0.25735294117647056,26.52849264705882,True,0.948,4.04,1.0403513095766426,0.23118917990592058
172649,198,Henderson,Dean Henderson,GKP,Crystal Palace,8,5.0,a,,,3.1,2.6,,,Crystal Palace,full,3330.0,131.0,37.0,0.11,11.0,0.0,3.0,3,3.0,EVE,False,3.540540540540541,0.002972972972972973,,0.0,3.291447248790187,0.7872340425531915,90.0,0.9143896976483763,82.29507278835386,True,1.0,3.0,3.009665454646839,0.6019330909293678
121709,199,Benitez,Walter Benítez,GKP,Crystal Palace,8,4.5,a,,,0.1,2.0,,,Crystal Palace,full,90.0,7.0,1.0,0.0,1.0,0.0,3.0,3,3.0,EVE,False,7.0,0.0,,0.0,3.291447248790187,0.09090909090909091,,0.47057416267942587,2.3684210526315788,True,1.0,3.0,0.08661703286289965,0.01924822952508881
437499,200,Lacroix,Maxence Lacroix,DEF,Crystal Palace,8,6.0,a,,,13.0,2.8,,,Crystal Palace,full,3085.0,154.0,35.0,3.28,11.0,10.794165316045381,3.0,3,3.0,EVE,False,4.492706645056726,0.09568881685575364,3.857217286121812,2.0,4.328224903180763,0.7741530740276035,88.14285714285714,0.8889262939685145,78.3525033397962,True,1.0,3.0,3.768080624242887,0.6280134373738145
247348,201,Muñoz,Daniel Muñoz Mejía,DEF,Crystal Palace,8,5.5,a,,,13.2,2.5,,,Crystal Palace,full,2400.0,136.0,29.0,6.39,10.0,7.35,3.0,3,3.0,EVE,False,5.1,0.239625,4.777797460685024,1.47,4.678381528888564,0.7272727272727273,82.75862068965517,0.7549745163303516,62.480649627339446,True,1.0,3.0,3.247870190327811,0.5905218527868747
427623,202,Richards,Chris Richards,DEF,Crystal Palace,8,5.0,a,,,0.9,2.2,,,Crystal Palace,full,2825.0,128.0,31.0,3.98,11.0,9.907964601769912,3.0,3,3.0,EVE,False,4.07787610619469,0.12679646017699114,4.056174067476895,1.9815929203539824,4.214443429260354,0.7583892617449665,90.0,0.7710057899344216,69.39052109409795,True,1.0,3.0,3.2493602853108117,0.6498720570621623
651426,203,Canvot,Jaydee Canvot,DEF,Crystal Palace,8,5.0,a,,,0.4,2.2,,,Crystal Palace,full,1331.0,72.0,14.0,1.81,5.0,11.427498121712997,3.0,3,3.0,EVE,False,4.868519909842224,0.12238918106686703,4.0279862019665185,2.0,4.423697262773555,0.5965934558493949,90.0,0.4741191059616573,42.67071953654916,True,1.0,3.0,2.0973593912712283,0.41947187825424564
244723,204,Mitchell,Tyrick Mitchell,DEF,Crystal Palace,8,4.5,a,,,7.4,1.7,,,Crystal Palace,full,3253.0,135.0,36.0,4.12,12.0,6.778358438364586,3.0,3,3.0,EVE,False,3.735013833384568,0.11398708884106978,3.9742485012789217,1.3556716876729173,3.8213064028849777,0.783289188538406,90.0,0.8415855263846652,75.74269737461987,True,1.0,3.0,3.2159561605490454,0.7146569245664546
218364,205,Sosa,Borna Sosa,DEF,Crystal Palace,8,4.5,a,,,0.1,1.7,,,Crystal Palace,full,99.0,6.0,0.0,0.11,0.0,8.181818181818182,3.0,3,3.0,EVE,False,5.454545454545455,0.1,3.884790545637294,1.6363636363636362,4.088551565284161,0.0990990990990991,,0.41372894633764196,2.6052631578947367,True,1.0,3.0,0.11835280846875203,0.026300624104167118
515621,206,Chadi Riad,Chadi Riad Dnanou,DEF,Crystal Palace,8,4.5,a,,,0.1,1.7,,,Crystal Palace,full,550.0,20.0,6.0,0.46,1.0,7.363636363636363,3.0,3,3.0,EVE,False,3.2727272727272725,0.07527272727272727,3.726641034190736,1.4727272727272727,3.801944598877188,0.3793103448275862,90.0,0.34493608458928426,31.044247613035584,True,1.0,3.0,1.311427883762074,0.29142841861379426
242313,207,Mingueza,Oscar Mingueza,DEF,Crystal Palace,8,4.5,a,,,0.1,1.7,,,,none,0.0,0.0,0.0,0.0,0.0,,3.0,3,3.0,EVE,False,,,,0.0,3.0088237872375547,0.0,,0.4592391304347826,36.74898097826087,True,1.0,3.0,1.2285689791570191,0.2730153287015598
232185,208,Sarr,Ismaïla Sarr,MID,Crystal Palace,8,6.5,a,,,10.9,2.3,2.0,,Crystal Palace,full,2173.0,117.0,24.0,12.09,9.0,5.674183156925908,3.0,3,3.0,EVE,False,4.845835250805338,0.500736309249885,5.23602846622987,0.9456971928209846,4.696068495924427,0.707126586397657,90.0,0.6605467221027734,59.44920498924961,True,1.0,3.0,3.1019726517529818,0.47722656180815104
242898,209,Johnson,Brennan Johnson,MID,Crystal Palace,8,6.0,a,,,0.2,2.1,,,Crystal Palace,full,1710.0,65.0,19.0,3.76,6.0,6.368421052631579,3.0,3,3.0,EVE,False,3.4210526315789473,0.19789473684210523,4.054940950091293,1.0614035087719298,3.8738744509153644,0.6551724137931034,90.0,0.5571909167367536,50.14718250630782,True,1.0,3.0,2.15848765662862,0.3597479427714367
